judge,query_id,question_kr,system,H1_fabricated_ref,H2_misattributed,H3_unsupported,H4_numerical,H5_overall_risk,total,fabricated_count,unsupported_count,comment
Claude,MIS-003,"요추 퇴행성 질환에서 MIS-TLIF vs 개방형 TLIF의 주수술기 이환율, 유합률, 장기 임상 결과 비교는?",System C,4,3,3,4,3,17,0,2,10 papers mostly irrelevant; honestly states cannot answer; no fabrication
Claude,MIS-003,"요추 퇴행성 질환에서 MIS-TLIF vs 개방형 TLIF의 주수술기 이환율, 유합률, 장기 임상 결과 비교는?",System D,1,2,1,3,1,8,11,20,0 papers; cites Suh Tormanen Dhall etc without IDs; detailed tables with p-values fabricated
Claude,MIS-004,"측방 요추 추체간 유합술(OLIF/LLIF)의 적응증, 결과, 합병증(요근 손상률 및 침하 포함)은?",System A,5,4,4,4,4,21,0,1,All pubmed IDs; notes psoas rate and subsidence gaps; conservative claims
Claude,MIS-004,"측방 요추 추체간 유합술(OLIF/LLIF)의 적응증, 결과, 합병증(요근 손상률 및 침하 포함)은?",System B,5,4,4,4,4,21,0,0,All pubmed IDs; specific psoas rates from cited review; good comparative data
Claude,MIS-004,"측방 요추 추체간 유합술(OLIF/LLIF)의 적응증, 결과, 합병증(요근 손상률 및 침하 포함)은?",System C,5,4,4,5,4,22,0,0,All pubmed IDs; honestly states no LLIF/OLIF evidence; excellent intellectual honesty
Claude,MIS-004,"측방 요추 추체간 유합술(OLIF/LLIF)의 적응증, 결과, 합병증(요근 손상률 및 침하 포함)은?",System D,1,2,1,2,1,7,15,22,0 papers; cites Hallman Pimenta Dua etc without IDs; complication tables certainly fabricated
Claude,MIS-005,"최소침습 척추 수술의 학습 곡선에 대한 근거(숙련도 도달에 필요한 증례 수, 경험에 따른 합병증률 변화 포함)는?",System A,5,5,5,5,5,25,0,0,All pubmed IDs; honestly states no relevant papers; does not fabricate; exemplary honesty
Claude,MIS-005,"최소침습 척추 수술의 학습 곡선에 대한 근거(숙련도 도달에 필요한 증례 수, 경험에 따른 합병증률 변화 포함)는?",System B,5,4,4,4,4,21,0,0,All pubmed IDs; specific proficiency thresholds from cited papers; logarithmic formula
Claude,MIS-005,"최소침습 척추 수술의 학습 곡선에 대한 근거(숙련도 도달에 필요한 증례 수, 경험에 따른 합병증률 변화 포함)는?",System C,1,2,1,2,1,7,18,25,0 papers; cites Fehlings Park Adogwa Foley etc without IDs; complication trajectories fabricated
Claude,MIS-005,"최소침습 척추 수술의 학습 곡선에 대한 근거(숙련도 도달에 필요한 증례 수, 경험에 따른 합병증률 변화 포함)는?",System D,5,4,4,4,4,21,0,0,All pubmed IDs; specific learning curve data from cited studies; mathematical model sourced
Claude,TR-001,"흉요추부 방출 골절에서 단분절 vs 장분절 후방 고정의 후만 교정, 실패율, 기능적 결과 비교 근거는?",System A,1,2,2,2,1,8,12,8,0 papers; cites Kuklo Shen Ling etc without IDs; specific kyphosis and ODI numbers unverifiable
Claude,TR-001,"흉요추부 방출 골절에서 단분절 vs 장분절 후방 고정의 후만 교정, 실패율, 기능적 결과 비교 근거는?",System B,5,4,4,4,4,21,0,2,All pubmed IDs; appropriately notes evidence gaps; some vague claims but grounded
Claude,TR-001,"흉요추부 방출 골절에서 단분절 vs 장분절 후방 고정의 후만 교정, 실패율, 기능적 결과 비교 근거는?",System C,5,4,4,3,4,20,0,1,All pubmed IDs; 55% failure rate attributed; detailed synthesis with proper sourcing
Claude,TR-001,"흉요추부 방출 골절에서 단분절 vs 장분절 후방 고정의 후만 교정, 실패율, 기능적 결과 비교 근거는?",System D,5,5,4,5,5,24,0,1,Pubmed IDs; specific meta-analytic numbers with CIs properly attributed; gaps noted
Claude,TR-002,"골다공증성 척추 압박골절에서 척추성형술/풍선후만성형술 vs 보존적 치료의 통증 완화, 후만 진행, 인접 골절 위험 비교 근거는?",System A,5,4,3,3,4,19,0,3,Pubmed IDs; correctly identifies no conservative comparison; some unsupported kyphoplasty claims
Claude,TR-002,"골다공증성 척추 압박골절에서 척추성형술/풍선후만성형술 vs 보존적 치료의 통증 완화, 후만 진행, 인접 골절 위험 비교 근거는?",System B,5,4,3,4,4,20,0,2,Pubmed IDs; VAS and Cobb data properly cited; conservative comparison gap acknowledged
Claude,TR-002,"골다공증성 척추 압박골절에서 척추성형술/풍선후만성형술 vs 보존적 치료의 통증 완화, 후만 진행, 인접 골절 위험 비교 근거는?",System C,1,2,1,2,1,7,14,12,0 papers; cites Kallmes Buchbinder Wardlaw Rousing etc without IDs; VERTOS misattributed; Voormile 2007 likely fabricated
Claude,TR-002,"골다공증성 척추 압박골절에서 척추성형술/풍선후만성형술 vs 보존적 치료의 통증 완화, 후만 진행, 인접 골절 위험 비교 근거는?",System D,5,4,4,5,4,22,0,1,Pubmed IDs; specific correction data properly attributed; honest about question limitations
Claude,TR-003,급성 척수 손상에서 수술적 감압의 시점에 대한 현재 근거와 메틸프레드니솔론의 역할은?,System A,5,3,4,4,4,20,0,2,Pubmed IDs; correctly identifies methylprednisolone gap; some irrelevant papers but no fabrication
Claude,TR-003,급성 척수 손상에서 수술적 감압의 시점에 대한 현재 근거와 메틸프레드니솔론의 역할은?,System B,5,4,4,4,4,21,0,1,Pubmed IDs; timing evidence synthesized correctly; methylprednisolone limited to animal model
Claude,TR-003,급성 척수 손상에서 수술적 감압의 시점에 대한 현재 근거와 메틸프레드니솔론의 역할은?,System C,1,2,1,2,1,7,15,14,0 papers; extensive fabricated citations; STASCIS misidentified as RCT; invents Bosch 2016 van Middendorp 2013
Claude,TR-003,급성 척수 손상에서 수술적 감압의 시점에 대한 현재 근거와 메틸프레드니솔론의 역할은?,System D,5,4,4,5,5,23,0,0,Pubmed IDs; OR 2.30 with CI properly cited; SCI-POEM findings attributed; no methylprednisolone data noted
Claude,TR-004,화농성 척추 추간판염에서 수술 vs 항생제 단독 치료의 근거(수술 적응증 및 원인균별 치료 전략 포함)는?,System A,5,4,4,4,4,21,0,1,Pubmed IDs; proper attribution; 90% conservative success cited; organism-specific gaps noted
Claude,TR-004,화농성 척추 추간판염에서 수술 vs 항생제 단독 치료의 근거(수술 적응증 및 원인균별 치료 전략 포함)는?,System B,5,5,4,4,5,23,0,1,Pubmed IDs; detailed framework with proper citations; antibiotic duration sourced; comprehensive
Claude,TR-004,화농성 척추 추간판염에서 수술 vs 항생제 단독 치료의 근거(수술 적응증 및 원인균별 치료 전략 포함)는?,System C,5,4,4,4,4,21,0,2,Pubmed IDs; conservative but accurate synthesis; acknowledges gaps appropriately
Claude,TR-004,화농성 척추 추간판염에서 수술 vs 항생제 단독 치료의 근거(수술 적응증 및 원인균별 치료 전략 포함)는?,System D,1,2,1,2,1,7,16,15,0 papers; cites Akerman Lerner Colmenero McHenry etc without IDs; detailed antibiotic dosing unverifiable
Claude,TR-005,"척추 수술 후 수술 부위 감염의 위험인자, 예방 전략(반코마이신 분말, 베타딘 세척), 치료 접근법은?",System A,5,4,4,4,4,21,0,1,Pubmed IDs; SSI rates properly cited; betadine and treatment gaps noted
Claude,TR-005,"척추 수술 후 수술 부위 감염의 위험인자, 예방 전략(반코마이신 분말, 베타딘 세척), 치료 접근법은?",System B,1,2,1,2,1,7,18,16,0 papers; cites Sweet Tucci Macaulay Olsen etc without IDs; RR 0.43 NNT 35-50 fabricated; Vaxelboum 2016 likely fake
Claude,TR-005,"척추 수술 후 수술 부위 감염의 위험인자, 예방 전략(반코마이신 분말, 베타딘 세척), 치료 접근법은?",System C,5,3,4,4,4,20,0,1,Pubmed IDs but none address SSI; correctly identifies gap; refuses to fabricate; high integrity
Claude,TR-005,"척추 수술 후 수술 부위 감염의 위험인자, 예방 전략(반코마이신 분말, 베타딘 세척), 치료 접근법은?",System D,5,4,4,4,5,22,0,1,Pubmed IDs; cefazolin vs vancomycin properly cited; betadine gap acknowledged
Claude,TU-001,NOMS 프레임워크 내에서 전이성 척추 질환의 수술적 의사결정을 위한 SINS(척추 불안정성 종양 점수) 활용 근거는?,System A,5,5,5,5,5,25,0,0,All pubmed IDs; evidence gaps acknowledged honestly; SINS data well-sourced
Claude,TU-001,NOMS 프레임워크 내에서 전이성 척추 질환의 수술적 의사결정을 위한 SINS(척추 불안정성 종양 점수) 활용 근거는?,System B,1,3,2,3,2,11,12,8,0 papers; cites Fisher Laufer Amsel etc without IDs; kappa values likely fabricated
Claude,TU-001,NOMS 프레임워크 내에서 전이성 척추 질환의 수술적 의사결정을 위한 SINS(척추 불안정성 종양 점수) 활용 근거는?,System C,5,5,5,5,5,25,0,0,All pubmed IDs; clearly states when data not in abstracts; excellent sourcing
Claude,TU-001,NOMS 프레임워크 내에서 전이성 척추 질환의 수술적 의사결정을 위한 SINS(척추 불안정성 종양 점수) 활용 근거는?,System D,5,4,5,5,5,24,0,0,Retrieved irrelevant papers but honestly states no evidence; no fabrication
Claude,TU-002,전이성 척추 종양에서 분리 수술 후 정위체부방사선치료(SBRT)의 국소 제어율 및 생존율 결과는?,System A,5,4,4,4,4,21,0,1,Pubmed IDs; LC and survival data cited; minor sourcing detail gap
Claude,TU-002,전이성 척추 종양에서 분리 수술 후 정위체부방사선치료(SBRT)의 국소 제어율 및 생존율 결과는?,System B,5,3,3,4,3,18,0,2,Pubmed IDs but many papers irrelevant; vague embolization claims without specifics
Claude,TU-002,전이성 척추 종양에서 분리 수술 후 정위체부방사선치료(SBRT)의 국소 제어율 및 생존율 결과는?,System C,1,2,1,3,1,8,14,12,0 papers; cites Laufer Garg Spratt Cox etc without IDs; detailed percentages fabricated
Claude,TU-002,전이성 척추 종양에서 분리 수술 후 정위체부방사선치료(SBRT)의 국소 제어율 및 생존율 결과는?,System D,5,5,5,5,5,25,0,0,All pubmed IDs; specific LC data with p-values; evidence gaps noted transparently
Claude,TU-003,"원발성 척추 종양에서 전절제술(en bloc spondylectomy)의 수술 변연, 재발, 기능적 결과 및 예후 인자는?",System A,5,3,4,5,4,21,0,1,Pubmed IDs but most papers irrelevant; honestly notes gaps; no fabrication
Claude,TU-003,"원발성 척추 종양에서 전절제술(en bloc spondylectomy)의 수술 변연, 재발, 기능적 결과 및 예후 인자는?",System B,1,2,1,3,1,8,15,14,0 papers; fabricates Boriani Tomita Bergh etc; detailed recurrence/survival data without IDs
Claude,TU-003,"원발성 척추 종양에서 전절제술(en bloc spondylectomy)의 수술 변연, 재발, 기능적 결과 및 예후 인자는?",System C,5,5,5,4,5,24,0,0,All pubmed IDs; specific margins/recurrence/ambulation data properly attributed
Claude,TU-003,"원발성 척추 종양에서 전절제술(en bloc spondylectomy)의 수술 변연, 재발, 기능적 결과 및 예후 인자는?",System D,5,5,5,5,5,25,0,0,All pubmed IDs; relevant papers; specific margins and recurrence well-sourced
Claude,TU-004,"전이성 척추 질환에서 최소침습 접근법(경피적 고정, 시멘트 보강)의 적응증, 결과, 합병증에 대한 근거는?",System A,5,5,4,5,5,24,0,1,All pubmed IDs; notes complication rate gaps; minor unsupported carbon fiber claim
Claude,TU-004,"전이성 척추 질환에서 최소침습 접근법(경피적 고정, 시멘트 보강)의 적응증, 결과, 합병증에 대한 근거는?",System B,5,3,4,5,4,21,0,1,Pubmed IDs but all about degenerative spine; honestly declares no relevant evidence
Claude,TU-004,"전이성 척추 질환에서 최소침습 접근법(경피적 고정, 시멘트 보강)의 적응증, 결과, 합병증에 대한 근거는?",System C,5,5,5,4,5,24,0,0,All pubmed IDs; well-sourced; cement contraindication properly cited
Claude,TU-004,"전이성 척추 질환에서 최소침습 접근법(경피적 고정, 시멘트 보강)의 적응증, 결과, 합병증에 대한 근거는?",System D,1,2,1,2,1,7,28,22,0 papers; massive fabrication citing Bahrami Kaloostian Lin Ibrahim etc; invents HRs p-values
Claude,TU-005,척수내 종양(상의세포종 vs 성상세포종)에서 전절제 vs 아전절제의 수술 결과 및 예후 인자는?,System A,5,5,5,5,5,25,0,0,All pubmed IDs; GTR rates and HR properly sourced; evidence gaps stated
Claude,TU-005,척수내 종양(상의세포종 vs 성상세포종)에서 전절제 vs 아전절제의 수술 결과 및 예후 인자는?,System B,5,5,5,5,5,25,0,0,All pubmed IDs; astrocytoma survival data properly attributed; gaps noted
Claude,TU-005,척수내 종양(상의세포종 vs 성상세포종)에서 전절제 vs 아전절제의 수술 결과 및 예후 인자는?,System C,1,2,1,3,1,8,18,15,0 papers; fabricates Jyothirmayi Abdullaev Ku etc; detailed outcome table without IDs
Claude,TU-005,척수내 종양(상의세포종 vs 성상세포종)에서 전절제 vs 아전절제의 수술 결과 및 예후 인자는?,System D,5,3,4,5,4,21,0,1,Pubmed IDs but most irrelevant; honestly notes limited evidence; recommends additional literature
